timestamp,value,prediction
2015-03-04 10:12:53,19,20.00707244873047
2015-03-04 10:17:53,25,19.91681671142578
2015-03-04 10:22:53,18,25.286710739135742
2015-03-04 10:27:53,16,21.658540725708008
2015-03-04 10:32:53,20,12.499077796936035
2015-03-04 10:37:53,30,15.730533599853516
2015-03-04 10:42:53,19,24.772119522094727
2015-03-04 10:47:53,16,19.012054443359375
2015-03-04 10:52:53,25,11.052497863769531
2015-03-04 10:57:53,21,23.17208480834961
2015-03-04 11:02:53,37,24.139585494995117
2015-03-04 11:07:53,33,25.81727409362793
2015-03-04 11:12:53,26,30.594940185546875
2015-03-04 11:17:53,39,26.51405143737793
2015-03-04 11:22:53,29,32.633201599121094
2015-03-04 11:27:53,43,30.09268569946289
2015-03-04 11:32:53,66,30.33187484741211
2015-03-04 11:37:53,15,48.89768981933594
2015-03-04 11:42:53,16,26.188228607177734
2015-03-04 11:47:53,31,5.422974109649658
2015-03-04 11:52:53,32,29.659433364868164
2015-03-04 11:57:53,26,34.72482681274414
2015-03-04 12:02:53,79,19.868022918701172
2015-03-04 12:07:53,33,40.92530822753906
2015-03-04 12:12:53,36,42.4842643737793
2015-03-04 12:17:53,33,20.97881507873535
2015-03-04 12:22:53,29,29.71752166748047
2015-03-04 12:27:53,37,33.478946685791016
2015-03-04 12:32:53,45,35.1591796875
2015-03-04 12:37:53,34,24.75594711303711
2015-03-04 12:42:53,21,26.27948760986328
2015-03-04 12:47:53,18,25.070165634155273
2015-03-04 12:52:53,34,15.918458938598633
2015-03-04 12:57:53,39,28.7064151763916
2015-03-04 13:02:53,77,32.670448303222656
2015-03-04 13:07:53,48,38.78871536254883
2015-03-04 13:12:53,35,40.74108123779297
2015-03-04 13:17:53,33,29.71185874938965
2015-03-04 13:22:53,19,32.45545959472656
2015-03-04 13:27:53,42,32.811641693115234
2015-03-04 13:32:53,37,32.02259826660156
2015-03-04 13:37:53,45,24.558164596557617
2015-03-04 13:42:53,45,25.093101501464844
2015-03-04 13:47:53,48,34.864768981933594
2015-03-04 13:52:53,48,37.536075592041016
2015-03-04 13:57:53,39,41.34546661376953
2015-03-04 14:02:53,56,33.71626663208008
2015-03-04 14:07:53,60,34.50336456298828
2015-03-04 14:12:53,77,43.80315399169922
2015-03-04 14:17:53,42,57.109867095947266
2015-03-04 14:22:53,46,44.1562614440918
2015-03-04 14:27:53,47,36.32585906982422
2015-03-04 14:32:53,52,45.914512634277344
2015-03-04 14:37:53,44,35.91048049926758
2015-03-04 14:42:53,43,28.879446029663086
2015-03-04 14:47:53,54,24.705768585205078
2015-03-04 14:52:53,36,40.2344970703125
2015-03-04 14:57:53,119,34.748512268066406
2015-03-04 15:02:53,130,66.93220520019531
2015-03-04 15:07:53,149,106.76074981689453
2015-03-04 15:12:53,86,100.1463394165039
2015-03-04 15:17:53,79,72.00276184082031
2015-03-04 15:22:53,70,56.24170684814453
2015-03-04 15:27:53,67,78.19940185546875
2015-03-04 15:32:53,77,59.93719482421875
2015-03-04 15:37:53,57,48.38490676879883
2015-03-04 15:42:53,56,35.72158432006836
2015-03-04 15:47:53,74,28.51629638671875
2015-03-04 15:52:53,67,43.980159759521484
2015-03-04 15:57:53,59,49.828208923339844
2015-03-04 16:02:53,54,38.29293441772461
2015-03-04 16:07:53,57,27.676067352294922
2015-03-04 16:12:53,61,35.79532241821289
2015-03-04 16:17:53,71,43.60682678222656
2015-03-04 16:22:53,40,58.93027114868164
2015-03-04 16:27:53,72,47.322593688964844
2015-03-04 16:32:53,38,47.62636947631836
2015-03-04 16:37:53,62,35.703697204589844
2015-03-04 16:42:53,51,23.372344970703125
2015-03-04 16:47:53,50,40.91951370239258
2015-03-04 16:52:53,65,31.98773193359375
2015-03-04 16:57:53,64,43.034637451171875
2015-03-04 17:02:53,59,46.37124252319336
2015-03-04 17:07:53,62,41.054840087890625
2015-03-04 17:12:53,58,46.252830505371094
2015-03-04 17:17:53,56,46.898895263671875
2015-03-04 17:22:53,57,40.031639099121094
2015-03-04 17:27:53,58,39.682952880859375
2015-03-04 17:32:53,53,42.497684478759766
2015-03-04 17:37:53,101,40.50678253173828
2015-03-04 17:42:53,61,65.61224365234375
2015-03-04 17:47:53,50,54.58194351196289
2015-03-04 17:52:53,42,28.798479080200195
2015-03-04 17:57:53,66,34.00037384033203
2015-03-04 18:02:53,62,48.18758010864258
2015-03-04 18:07:53,80,52.368614196777344
2015-03-04 18:12:53,71,43.415218353271484
2015-03-04 18:17:53,67,53.08007049560547
2015-03-04 18:22:53,81,52.70107650756836
2015-03-04 18:27:53,70,56.62847137451172
2015-03-04 18:32:53,66,55.134910583496094
2015-03-04 18:37:53,75,49.97117614746094
2015-03-04 18:42:53,68,50.743133544921875
2015-03-04 18:47:53,47,47.787109375
2015-03-04 18:52:53,49,38.46995162963867
2015-03-04 18:57:53,54,33.29204177856445
2015-03-04 19:02:53,1458,45.626625061035156
2015-03-04 19:07:53,46,791.690673828125
2015-03-04 19:12:53,72,469.8767395019531
2015-03-04 19:17:53,69,-310.614501953125
2015-03-04 19:22:53,47,199.31646728515625
2015-03-04 19:27:53,59,274.3404541015625
2015-03-04 19:32:53,68,35.89461135864258
2015-03-04 19:37:53,139,-167.7621307373047
2015-03-04 19:42:53,93,65.74893951416016
2015-03-04 19:47:53,83,124.43071746826172
2015-03-04 19:52:53,49,-69.96698760986328
2015-03-04 19:57:53,132,4.953433036804199
2015-03-04 20:02:53,183,188.932373046875
2015-03-04 20:07:53,2300,62.69944381713867
2015-03-04 20:12:53,118,1103.3023681640625
2015-03-04 20:17:53,94,849.786865234375
2015-03-04 20:22:53,78,-389.50738525390625
2015-03-04 20:27:53,73,437.09722900390625
2015-03-04 20:32:53,44,429.6893310546875
2015-03-04 20:37:53,56,-123.38111114501953
2015-03-04 20:42:53,74,-359.927734375
2015-03-04 20:47:53,65,-4.570146560668945
2015-03-04 20:52:53,93,103.37911224365234
2015-03-04 20:57:53,89,-124.22637176513672
2015-03-04 21:02:53,85,7.6317009925842285
2015-03-04 21:07:53,125,205.93649291992188
2015-03-04 21:12:53,98,-50.359771728515625
2015-03-04 21:17:53,112,-152.616943359375
2015-03-04 21:22:53,110,226.08999633789062
2015-03-04 21:27:53,67,202.69732666015625
2015-03-04 21:32:53,103,286.1573486328125
2015-03-04 21:37:53,93,75.32376098632812
2015-03-04 21:42:53,113,-166.52134704589844
2015-03-04 21:47:53,81,1.4400397539138794
2015-03-04 21:52:53,97,54.67258071899414
2015-03-04 21:57:53,167,49.457435607910156
2015-03-04 22:02:53,243,107.7967529296875
2015-03-04 22:07:53,215,171.89149475097656
2015-03-04 22:12:53,87,155.48123168945312
2015-03-04 22:17:53,93,68.93108367919922
2015-03-04 22:22:53,156,65.23805236816406
