timestamp,value,training,prediction,label
2014-05-14 01:14:00,85.835,1.0,1.0,0
2014-05-14 01:19:00,88.167,1.0,1.0,0
2014-05-14 01:24:00,44.595,1.0,1.0,0
2014-05-14 01:29:00,56.282,1.0,1.0,0
2014-05-14 01:34:00,36.534,1.0,1.0,0
2014-05-14 01:39:00,36.894,1.0,1.0,0
2014-05-14 01:44:00,36.806999999999995,1.0,1.0,0
2014-05-14 01:49:00,36.763000000000005,1.0,1.0,0
2014-05-14 01:54:00,36.167,1.0,1.0,0
2014-05-14 01:59:00,38.992,1.0,1.0,0
2014-05-14 02:04:00,49.724,1.0,1.0,0
2014-05-14 02:09:00,39.939,1.0,1.0,0
2014-05-14 02:14:00,37.058,1.0,1.0,0
2014-05-14 02:19:00,36.119,1.0,1.0,0
2014-05-14 02:24:00,36.339,1.0,1.0,0
2014-05-14 02:29:00,37.39,1.0,1.0,0
2014-05-14 02:34:00,36.156,1.0,1.0,0
2014-05-14 02:39:00,36.59,1.0,1.0,0
2014-05-14 02:44:00,36.624,1.0,1.0,0
2014-05-14 02:49:00,35.89,1.0,1.0,0
2014-05-14 02:54:00,36.398,1.0,1.0,0
2014-05-14 02:59:00,40.294000000000004,1.0,1.0,0
2014-05-14 03:04:00,49.725,1.0,1.0,0
2014-05-14 03:09:00,37.274,1.0,1.0,0
2014-05-14 03:14:00,46.506,1.0,1.0,0
2014-05-14 03:19:00,38.674,1.0,1.0,0
2014-05-14 03:24:00,36.715,1.0,1.0,0
2014-05-14 03:29:00,50.673,1.0,1.0,0
2014-05-14 03:34:00,38.114000000000004,1.0,1.0,0
2014-05-14 03:39:00,36.561,1.0,1.0,0
2014-05-14 03:44:00,40.321,1.0,1.0,0
2014-05-14 03:49:00,37.425,1.0,1.0,0
2014-05-14 03:54:00,34.766999999999996,1.0,1.0,0
2014-05-14 03:59:00,37.408,1.0,1.0,0
2014-05-14 04:04:00,71.10600000000001,1.0,1.0,0
2014-05-14 04:09:00,33.43,1.0,1.0,0
2014-05-14 04:14:00,33.501999999999995,1.0,1.0,0
2014-05-14 04:19:00,31.879,1.0,1.0,0
2014-05-14 04:24:00,31.615,1.0,1.0,0
2014-05-14 04:29:00,33.388000000000005,1.0,1.0,0
