file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio
art_daily_no_noise.csv,24.831210000000002,0.0,0.0,0.0,4032.0,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
art_daily_perfect_square_wave.csv,56.505556999999996,0.0,0.0,0.0,4032.0,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
art_daily_small_noise.csv,78.471701,0.0,0.0,0.0,4032.0,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
art_flatline.csv,0.000661,0.0,0.0,0.0,4032.0,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
art_noisy.csv,11.417321000000001,0.0,0.0,0.0,4032.0,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
art_daily_flatmiddle.csv,62.443441,0.0,0.0,1.0,3629.0,lstmWeight=0.03;cnnWeight=0.05;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,2680.0,4032.0,0.665
art_daily_jumpsdown.csv,35.286891,0.0,0.0,1.0,3629.0,lstmWeight=0.1;cnnWeight=1.0;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=30,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,2788.0,4032.0,0.691
art_daily_jumpsup.csv,55.343453000000004,1.0,0.0,0.0,3629.0,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,2788.0,4032.0,0.691
art_daily_nojump.csv,43.119608,0.0,0.0,1.0,3629.0,lstmWeight=0.1;cnnWeight=1.0;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=30,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,2788.0,4032.0,0.691
art_increase_spike_density.csv,5.565135,1.0,0.0,0.0,3629.0,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1806.0,4032.0,0.44799999999999995
art_load_balancer_spikes.csv,0.155385,1.0,5.0,0.0,3624.0,lstmWeight=0.6;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=20,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,2735.0,4032.0,0.6779999999999999
ec2_cpu_utilization_24ae8d.csv,0.008983,2.0,55.0,0.0,3575.0,lstmWeight=0.5;cnnWeight=0.01;lstmCells=20;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,3448.0,4032.0,0.855
ec2_cpu_utilization_53ea38.csv,0.005881,2.0,0.0,0.0,3630.0,lstmWeight=0.5;cnnWeight=0.5;lstmCells=6;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,1397.0,4032.0,0.34600000000000003
ec2_cpu_utilization_5f5533.csv,8.523763,1.0,0.0,1.0,3630.0,lstmWeight=0.4;cnnWeight=0.6;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,2.0,1172.0,4032.0,0.29100000000000004
ec2_cpu_utilization_77c1ca.csv,335.050048,1.0,24.0,0.0,3605.0,lstmWeight=0.7;cnnWeight=0.3;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=20;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=40,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1766.0,4032.0,0.43799999999999994
ec2_cpu_utilization_825cc2.csv,77.398877,1.0,53.0,0.0,3636.0,lstmWeight=0.2;cnnWeight=0.8;lstmCells=8;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,1527.0,4032.0,0.379
ec2_cpu_utilization_ac20cd.csv,11.627678999999999,0.0,0.0,1.0,3629.0,lstmWeight=0.2;cnnWeight=0.8;lstmCells=8;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,1.0,3375.0,4032.0,0.8370000000000001
ec2_cpu_utilization_c6585a.csv,0.007887,0.0,0.0,0.0,4032.0,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;batch_size=1;training_ratio=0.1125;sequance_length=60,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0424140821459;,0.0,4032.0,4032.0,1.0
